"";"classe 1";"classe 2";"classe 3";"classe 4"
"*txt_1213";7,251;-1,026;-0,906;-1,379
"*txt_1210";-1,871;14,779;-1,816;-0,723
"*txt_1211";1,302;1,19;-1,133;-1,724
"*txt_1216";-2,217;-1,026;17,742;-1,379
"*txt_1214";-0,007;-0,769;4,651;-1,033
"*txt_1215";-1,662;0,311;4,651;-1,033
"*txt_1398";1,265;-0,769;0,444;-1,033
"*txt_1137";0;0;0;0
"*txt_1136";10,889;-1,541;-1,36;-2,07
"*txt_1135";0;0;0;0
"*txt_1134";0,181;-0,512;1,327;-0,688
"*txt_1133";3,622;-0,512;-0,452;-0,688
"*txt_1132";1,81;-0,256;-0,226;-0,344
"*txt_1131";-2,772;4,852;1,552;-1,724
"*txt_1130";-2,217;7,372;0,115;-1,379
"*txt_1139";0;0;0;0
"*txt_1138";0;0;0;0
"*txt_1091";-2,772;-1,283;22,191;-1,724
"*txt_1410";7,251;-1,026;-0,906;-1,379
"*txt_1411";-0,533;10,986;-1,133;-1,724
"*txt_1412";-2,217;7,372;0,115;-1,379
"*txt_1413";7,697;-0,161;-1,588;-2,417
"*txt_1414";0,042;1,19;0,008;-1,724
"*txt_1415";-1,662;-0,769;13,299;-1,033
"*txt_1416";9,069;-1,283;-1,133;-1,724
"*txt_1419";-4,443;22,316;-0,188;-2,763
"*txt_1001";5,435;-0,769;-0,679;-1,033
"*txt_1007";-0,553;-0,256;4,428;-0,344
"*txt_1006";-0,942;-1,541;16,868;-2,07
"*txt_1005";3,622;-0,512;-0,452;-0,688
"*txt_1004";-0,007;0,311;0,444;-1,033
"*txt_1098";5,982;-1,541;-0,012;-2,07
"*txt_1247";-4,443;-2,057;-1,816;23,373
"*txt_1099";7,251;-1,026;-0,906;-1,379
"*txt_1256";-1,662;-0,769;13,299;-1,033
"*txt_1257";0,308;-2,315;8,293;-3,111
"*txt_1254";-2,772;1,19;5,763;-1,724
"*txt_1255";1,265;-0,769;0,444;-1,033
"*txt_1252";-5,002;-2,315;40,035;-3,111
"*txt_1250";1,265;-0,769;0,444;-1,033
"*txt_1251";0,042;4,852;-1,133;-1,724
"*txt_1316";-4,45;-3,352;-2,96;30,623
"*txt_1315";3,622;-0,512;-0,452;-0,688
"*txt_1313";-0,014;-1,541;-1,36;5,336
"*txt_1258";-3,886;-1,799;-1,588;20,44
"*txt_1310";-3,329;-1,541;-1,36;17,51
"*txt_1326";-2,772;-1,283;-1,133;14,583
"*txt_1248";-0,533;-1,283;12,643;-1,724
"*txt_1169";12,712;-1,799;-1,588;-2,417
"*txt_1079";-2,217;-1,026;17,742;-1,379
"*txt_1344";-2,772;-1,283;-1,133;14,583
"*txt_1345";-2,217;-1,026;-0,906;11,66
"*txt_1346";-2,217;-1,026;-0,906;11,66
"*txt_1347";-2,772;-1,283;-1,133;14,583
"*txt_1341";-3,329;-1,541;-1,36;17,51
"*txt_1342";-6,12;-2,833;-2,501;32,194
"*txt_1343";-1,662;-0,769;-0,679;8,74
"*txt_1173";-3,329;-1,541;-1,36;17,51
"*txt_1172";1,265;0,311;-0,679;-1,033
"*txt_1171";0,181;1,083;-0,452;-0,688
"*txt_1026";7,697;-0,161;-1,588;-2,417
"*txt_1177";-2,217;0,053;8,533;-1,379
"*txt_1176";-0,007;0,311;0,444;-1,033
"*txt_1175";1,81;-0,256;-0,226;-0,344
"*txt_1174";-1,662;-0,769;13,299;-1,033
"*txt_1179";7,251;-1,026;-0,906;-1,379
"*txt_1178";2,714;0,053;-0,906;-1,379
"*txt_1292";-2,367;-2,315;-2,044;19,04
"*txt_1293";-1,107;-0,512;-0,452;5,823
"*txt_1290";-2,217;-1,026;17,742;-1,379
"*txt_1291";-1,393;-1,799;-1,588;13,345
"*txt_1296";-3,329;-1,541;-1,36;17,51
"*txt_1295";1,81;-0,256;-0,226;-0,344
"*txt_1353";-2,772;-1,283;-1,133;14,583
"*txt_1352";-3,886;-1,799;-1,588;20,44
"*txt_1351";-2,217;-1,026;-0,906;11,66
"*txt_1299";1,265;-0,769;0,444;-1,033
"*txt_1357";0,161;5,855;-1,588;-2,417
"*txt_1424";0,042;4,852;-1,133;-1,724
"*txt_1355";-1,662;0,311;-0,679;2,664
"*txt_1354";-2,217;-1,026;-0,906;11,66
"*txt_1050";7,251;-1,026;-0,906;-1,379
"*txt_1198";0,181;1,083;-0,452;-0,688
"*txt_1052";0,544;0,623;-0,012;-2,07
"*txt_1053";-0,304;7,632;0,084;-4,853
"*txt_1054";5,435;-0,769;-0,679;-1,033
"*txt_1057";2,534;0,623;-1,36;-2,07
"*txt_1058";-0,553;-0,256;4,428;-0,344
"*txt_1190";-0,533;4,852;-1,133;-0,082
"*txt_1193";1,265;0,311;-0,679;-1,033
"*txt_1192";7,251;-1,026;-0,906;-1,379
"*txt_1195";3,622;-0,512;-0,452;-0,688
"*txt_1194";5,435;-0,769;-0,679;-1,033
"*txt_1197";5,435;-0,769;-0,679;-1,033
"*txt_1196";2,534;-1,541;0,889;-2,07
"*txt_1463";-1,107;7,824;-0,452;-0,688
"*txt_1186";4,311;-1,283;0,008;-1,724
"*txt_1462";-0,197;7,372;-0,906;-1,379
"*txt_1187";1,265;0,311;-0,679;-1,033
"*txt_1458";-1,662;11,742;-0,679;-1,033
"*txt_1459";7,697;-0,161;-1,588;-2,417
"*txt_1454";9,069;-1,283;-1,133;-1,724
"*txt_1455";1,302;1,19;-1,133;-1,724
"*txt_1457";0,324;4,395;-0,161;-4,853
"*txt_1450";-2,217;0,053;8,533;-1,379
"*txt_1452";-2,367;6,9;1,336;-3,111
"*txt_1469";-3,329;14,707;-0,012;-2,07
"*txt_1229";-2,217;2,168;2,658;-1,379
"*txt_1228";0,181;-0,512;1,327;-0,688
"*txt_1227";2,714;0,053;-0,906;-1,379
"*txt_1226";0,161;5,855;-1,588;-2,417
"*txt_1225";-2,217;15,665;-0,906;-1,379
"*txt_1224";5,435;-0,769;-0,679;-1,033
"*txt_1223";-2,772;19,593;-1,133;-1,724
"*txt_1222";-3,329;-0,051;16,868;-2,07
"*txt_1220";1,81;-0,256;-0,226;-0,344
"*txt_1464";-2,217;15,665;-0,906;-1,379
"*txt_1467";2,714;-1,026;0,115;-1,379
"*txt_1466";-1,662;3,969;0,444;-1,033
"*txt_1460";-1,662;3,969;0,444;-1,033
"*txt_1465";-0,942;14,707;-1,36;-2,07
"*txt_1396";3,622;-0,512;-0,452;-0,688
"*txt_1395";5,435;-0,769;-0,679;-1,033
"*txt_1394";0,181;-0,512;1,327;-0,688
"*txt_1392";-3,886;-1,799;-1,588;20,44
"*txt_1391";-0,014;-1,541;-0,012;1,885
"*txt_1390";-2,217;2,168;2,658;-1,379
"*txt_1015";1,302;1,19;-1,133;-1,724
"*txt_1017";5,435;-0,769;-0,679;-1,033
"*txt_1010";-1,662;-0,769;13,299;-1,033
"*txt_1012";5,435;-0,769;-0,679;-1,033
"*txt_1013";5,435;-0,769;-0,679;-1,033
"*txt_1082";5,435;-0,769;-0,679;-1,033
"*txt_1128";1,302;1,19;-1,133;-1,724
"*txt_1129";7,697;-0,161;-1,588;-2,417
"*txt_1081";3,622;-0,512;-0,452;-0,688
"*txt_1080";1,302;1,19;-1,133;-1,724
"*txt_1087";7,697;-1,799;-0,08;-2,417
"*txt_1086";0,042;-1,283;5,763;-1,724
"*txt_1120";-2,772;-1,283;22,191;-1,724
"*txt_1121";7,251;-1,026;-0,906;-1,379
"*txt_1122";1,81;-0,256;-0,226;-0,344
"*txt_1088";-0,007;0,311;-0,679;0,095
"*txt_1124";-5,002;26,171;-2,044;-0,996
"*txt_1126";4,311;0;-1,133;-1,724
"*txt_1127";1,265;-0,769;0,444;-1,033
"*txt_1269";-2,217;-1,026;17,742;-1,379
"*txt_1268";-1,662;-0,769;13,299;-1,033
"*txt_1263";5,435;-0,769;-0,679;-1,033
"*txt_1261";10,889;-1,541;-1,36;-2,07
"*txt_1260";-0,197;-1,026;8,533;-1,379
"*txt_1267";7,251;-1,026;-0,906;-1,379
"*txt_1266";-5,002;-2,315;-2,044;26,31
"*txt_1264";-3,886;-1,799;-1,588;20,44
"*txt_1300";-2,217;-1,026;0,115;5,141
"*txt_1068";-3,886;-0,161;21,162;-2,417
"*txt_1302";-3,329;-1,541;-1,36;17,51
"*txt_1303";-5,002;-2,315;-2,044;26,31
"*txt_1304";0;0;0;0
"*txt_1305";-1,662;-0,769;13,299;-1,033
"*txt_1306";-2,217;-1,026;-0,906;11,66
"*txt_1307";-0,533;4,852;0,008;-1,724
"*txt_1308";-1,662;-0,769;-0,679;8,74
"*txt_1309";2,714;-1,026;0,115;-1,379
"*txt_1062";1,265;0,311;-0,679;-1,033
"*txt_1065";1,302;1,19;-1,133;-1,724
"*txt_1064";3,622;-0,512;-0,452;-0,688
"*txt_1067";2,714;-1,026;0,115;-1,379
"*txt_1066";-0,152;2,189;0,481;-2,417
"*txt_1339";-2,217;-1,026;-0,906;11,66
"*txt_1123";3,622;-0,512;-0,452;-0,688
"*txt_1231";-1,662;11,742;-0,679;-1,033
"*txt_1237";-2,217;7,372;0,115;-1,379
"*txt_1238";1,265;0,311;-0,679;-1,033
"*txt_1239";3,622;-0,512;-0,452;-0,688
"*txt_1191";2,714;0,053;-0,906;-1,379
"*txt_1301";-3,886;-1,799;-1,588;20,44
"*txt_1111";0;0;0;0
"*txt_1429";3,622;-0,512;-0,452;-0,688
"*txt_1113";-3,329;14,707;-0,012;-2,07
"*txt_1115";-0,335;18,697;-2,501;-3,806
"*txt_1114";1,265;-0,769;0,444;-1,033
"*txt_1116";-0,152;11,289;-1,588;-2,417
"*txt_1359";-3,329;-1,541;-1,36;17,51
"*txt_1061";7,251;-1,026;-0,906;-1,379
"*txt_1358";3,622;-0,512;-0,452;-0,688
"*txt_1060";-0,197;0,053;2,658;-1,379
"*txt_1089";-2,217;-1,026;17,742;-1,379
"*txt_1164";3,622;-0,512;-0,452;-0,688
"*txt_1165";6,654;-0,033;-2,501;-1,582
"*txt_1166";-2,217;0,053;8,533;-1,379
"*txt_1167";0,181;-0,512;1,327;-0,688
"*txt_1428";-1,662;-0,769;13,299;-1,033
"*txt_1163";4,311;-1,283;0,008;-1,724
"*txt_1168";3,622;-0,512;-0,452;-0,688
"*txt_1298";-5,002;-2,315;-2,044;26,31
"*txt_1438";-2,217;15,665;-0,906;-1,379
"*txt_1439";-0,533;-1,283;12,643;-1,724
"*txt_1348";-2,217;-1,026;-0,906;11,66
"*txt_1349";-1,662;-0,769;-0,679;8,74
"*txt_1432";-1,107;-0,512;8,861;-0,688
"*txt_1433";-0,197;-1,026;8,533;-1,379
"*txt_1430";5,435;-0,769;-0,679;-1,033
"*txt_1431";7,251;-1,026;-0,906;-1,379
"*txt_1436";3,622;-0,512;-0,452;-0,688
"*txt_1437";-0,007;3,969;-0,679;-1,033
"*txt_1434";-0,707;18,37;-2,044;-3,111
"*txt_1356";-1,662;-0,769;-0,679;8,74
"*txt_1025";3,622;-0,512;-0,452;-0,688
"*txt_1024";-0,553;3,91;-0,226;-0,344
"*txt_1188";-1,662;0,311;4,651;-1,033
"*txt_1189";9,441;-0,307;-1,816;-2,763
"*txt_1020";0,362;0,053;0,115;-1,379
"*txt_1022";-2,217;7,372;0,115;-1,379
"*txt_1182";-0,533;0;5,763;-1,724
"*txt_1180";-1,662;3,969;0,444;-1,033
"*txt_1426";9,441;-2,057;-0,188;-2,763
"*txt_1029";0,181;-0,512;1,327;-0,688
"*txt_1028";5,435;-0,769;-0,679;-1,033
"*txt_1184";2,714;0,053;-0,906;-1,379
"*txt_1185";-2,217;7,372;0,115;-1,379
"*txt_1199";5,435;-0,769;-0,679;-1,033
"*txt_1009";0,362;-1,026;2,658;-1,379
"*txt_1230";-1,107;-0,512;8,861;-0,688
"*txt_1338";10,889;-1,541;-1,36;-2,07
"*txt_1232";0,181;1,083;-0,452;-0,688
"*txt_1008";2,714;0,053;-0,906;-1,379
"*txt_1234";0,181;1,083;-0,452;-0,688
"*txt_1235";0,181;-0,512;1,327;-0,688
"*txt_1236";7,251;-1,026;-0,906;-1,379
"*txt_1059";-0,152;-1,799;-1,588;7,757
"*txt_1331";-1,662;-0,769;-0,679;8,74
"*txt_1330";7,251;-1,026;-0,906;-1,379
"*txt_1333";-1,393;2,189;2,789;-2,417
"*txt_1332";-2,772;-1,283;-1,133;14,583
"*txt_1335";1,81;-0,256;-0,226;-0,344
"*txt_1334";-2,772;-1,283;-1,133;14,583
"*txt_1337";3,622;-0,512;-0,452;-0,688
"*txt_1336";-3,329;-1,541;-1,36;17,51
"*gr_01";0;0;0;0
"*txt_1421";7,251;-1,026;-0,906;-1,379
"*txt_1420";-1,871;0,106;10,381;-2,763
"*n_02";5,435;-0,769;-0,679;-1,033
"*n_03";-0,007;0,311;0,444;-1,033
"*txt_1423";-2,217;0,053;8,533;-1,379
"*n_04";3,622;-0,512;-0,452;-0,688
"*n_05";-0,942;-1,541;16,868;-2,07
"*txt_1422";1,81;-0,256;-0,226;-0,344
"*txt_1094";5,435;-0,769;-0,679;-1,033
"*txt_1097";1,302;-1,283;1,552;-1,724
"*txt_1159";5,982;-0,051;-1,36;-2,07
"*txt_1158";3,622;-0,512;-0,452;-0,688
"*txt_1092";-0,533;4,852;0,008;-1,724
"*txt_1093";-1,662;-0,769;13,299;-1,033
"*txt_1155";-0,533;1,19;1,552;-1,724
"*txt_1154";-2,217;2,168;2,658;-1,379
"*txt_1157";0,003;12,767;-2,501;-3,806
"*txt_1156";-2,217;2,168;2,658;-1,379
"*txt_1151";-3,329;3,256;0,889;-0,252
"*txt_1150";-0,942;3,256;0,889;-2,07
"*txt_1153";-1,662;3,969;0,444;-1,033
"*txt_1278";-3,886;-1,799;-1,588;20,44
"*txt_1279";-2,772;-1,283;0,008;7,798
"*txt_1274";12,98;-0,668;-2,273;-3,458
"*txt_1275";-1,662;-0,769;13,299;-1,033
"*txt_1276";-4,443;-2,057;-1,816;23,373
"*txt_1277";-4,443;-2,057;-1,816;23,373
"*txt_1270";0,181;-0,512;1,327;-0,688
"*txt_1271";-2,217;-1,026;-0,906;11,66
"*txt_1272";-2,217;-1,026;-0,906;11,66
"*txt_1273";-1,662;-0,769;-0,679;8,74
"*txt_1375";0,362;-1,026;2,658;-1,379
"*txt_1374";7,697;-1,799;-0,08;-2,417
"*txt_1377";-2,772;-1,283;-1,133;14,583
"*txt_1376";-6,681;-3,092;-2,73;35,141
"*txt_1371";-2,217;-1,026;-0,906;11,66
"*txt_1370";2,714;-1,026;0,115;-1,379
"*txt_1373";-0,533;4,852;0,008;-1,724
"*txt_1372";-4,443;-2,057;0,231;10,306
"*txt_1072";12,712;-1,799;-1,588;-2,417
"*txt_1071";-2,772;19,593;-1,133;-1,724
"*txt_1379";-1,107;-0,512;-0,452;5,823
"*txt_1378";-2,217;-1,026;-0,906;11,66
"*txt_1074";1,265;0,311;-0,679;-1,033
"*txt_1075";1,422;2,189;-1,588;-2,417
"*txt_1388";-2,217;-1,026;-0,906;11,66
"*txt_1389";10,889;-1,541;-1,36;-2,07
"*txt_1382";-2,217;15,665;-0,906;-1,379
"*txt_1383";-2,217;-1,026;-0,906;11,66
"*txt_1384";-3,394;0,324;15,046;-3,806
"*txt_1385";-0,014;-1,541;-1,36;5,336
"*txt_1386";-3,329;7,951;0,889;-2,07
"*txt_1387";-2,772;-1,283;-1,133;14,583
"*txt_1209";-0,533;4,852;0,008;-1,724
"*txt_1208";-2,217;15,665;-0,906;-1,379
"*txt_1201";5,435;-0,769;-0,679;-1,033
"*txt_1200";0;0;0;0
"*txt_1203";5,435;-0,769;-0,679;-1,033
"*txt_1202";-0,533;-1,283;12,643;-1,724
"*txt_1205";0,042;0;1,552;-1,724
"*txt_1204";-0,152;11,289;-1,588;-2,417
"*txt_1207";-1,662;11,742;-0,679;-1,033
"*txt_1103";-0,197;-1,026;8,533;-1,379
"*txt_1100";-1,662;0,311;4,651;-1,033
"*txt_1101";-2,217;2,168;2,658;-1,379
"*txt_1106";9,069;-1,283;-1,133;-1,724
"*txt_1104";0,362;0,053;0,115;-1,379
"*txt_1105";-1,662;11,742;-0,679;-1,033
"*txt_1108";0,042;0;1,552;-1,724
"*txt_1109";7,251;-1,026;-0,906;-1,379
"*txt_1408";-2,217;2,168;2,658;-1,379
"*txt_1407";3,622;-0,512;-0,452;-0,688
"*txt_1406";1,265;-0,769;0,444;-1,033
"*txt_1405";1,265;-0,769;0,444;-1,033
"*txt_1318";-2,772;-1,283;-1,133;14,583
"*txt_1402";-2,217;0,053;8,533;-1,379
"*txt_1401";5,435;-0,769;-0,679;-1,033
"*txt_1400";10,889;-1,541;-1,36;-2,07
"*txt_1036";5,435;-0,769;-0,679;-1,033
"*txt_1037";-1,871;-2,057;-1,816;16,18
"*txt_1034";10,889;-1,541;-1,36;-2,07
"*txt_1035";-0,007;0,311;0,444;-1,033
"*txt_1032";-2,217;0,053;8,533;-1,379
"*txt_1030";1,265;-0,769;0,444;-1,033
"*txt_1038";-1,107;-0,512;8,861;-0,688
"*txt_1039";5,435;-0,769;-0,679;-1,033
"*txt_1311";-2,217;-1,026;-0,906;11,66
"*txt_1259";9,069;-1,283;-1,133;-1,724
"*txt_1245";-0,942;0,623;-0,012;0,19
"*txt_1328";-3,394;-2,833;-2,501;24,808
"*txt_1329";-2,217;2,168;2,658;-1,379
"*txt_1240";-0,533;10,986;-1,133;-1,724
"*txt_1322";-0,014;-0,051;3,991;-2,07
"*txt_1323";-1,107;-0,512;8,861;-0,688
"*txt_1320";2,534;-1,541;0,889;-2,07
"*txt_1321";0,544;-0,051;0,889;-2,07
"*txt_1249";-4,443;-2,057;-1,816;23,373
"*txt_1327";-2,217;0,053;8,533;-1,379
"*txt_1324";7,697;-1,799;-0,08;-2,417
"*txt_1325";-3,886;-1,799;-1,588;20,44
"*txt_1360";-2,772;-1,283;-1,133;14,583
"*txt_1361";-2,217;2,168;2,658;-1,379
"*txt_1368";0,042;0;1,552;-1,724
"*txt_1369";-0,197;-1,026;-0,906;5,141
"*txt_1019";7,251;-1,026;-0,906;-1,379
"*txt_1471";-0,152;-0,161;7,005;-2,417
"*txt_1148";-2,217;2,168;2,658;-1,379
"*txt_1149";-0,533;0;5,763;-1,724
"*txt_1146";0,362;2,168;-0,906;-1,379
"*txt_1144";9,069;-1,283;-1,133;-1,724
"*txt_1143";0;0;0;0
"*txt_1140";2,714;0,053;-0,906;-1,379
"*txt_1141";0,181;-0,512;1,327;-0,688
"*txt_1281";-2,217;-1,026;-0,906;11,66
"*txt_1280";0,042;4,852;-1,133;-1,724
"*txt_1283";-1,662;-0,769;-0,679;8,74
"*txt_1282";4,311;0;-1,133;-1,724
"*txt_1285";-3,329;-1,541;-1,36;17,51
"*txt_1284";-4,443;-2,057;-1,816;23,373
"*txt_1287";-3,886;-1,799;-1,588;20,44
"*txt_1286";0;0;0;0
"*txt_1289";5,435;-0,769;-0,679;-1,033
"*txt_1288";1,302;1,19;-1,133;-1,724
"*txt_1366";-1,662;-0,769;-0,679;8,74
"*txt_1367";-2,217;-1,026;-0,906;11,66
"*txt_1364";-2,876;-2,574;-2,273;21,917
"*txt_1365";-0,942;-1,541;-1,36;10,545
"*txt_1362";-3,329;-1,541;-1,36;17,51
"*txt_1363";-0,152;5,855;-0,08;-2,417
"*txt_1049";5,435;-0,769;-0,679;-1,033
"*txt_1048";5,435;-0,769;-0,679;-1,033
"*txt_1047";4,311;0;-1,133;-1,724
"*txt_1045";4,311;-1,283;-1,133;-0,082
"*txt_1043";1,302;0;0,008;-1,724
"*txt_1042";1,265;-0,769;-0,679;0,095
"*txt_1041";1,265;-0,769;0,444;-1,033
"*txt_1040";-1,662;0,311;4,651;-1,033
"*txt_1449";-0,007;-0,769;0,444;0,095
"*txt_1448";9,069;-1,283;-1,133;-1,724
"*txt_1443";-0,007;0,311;0,444;-1,033
"*txt_1442";-5,002;35,348;-2,044;-3,111
"*txt_1441";-0,533;4,852;0,008;-1,724
"*txt_1440";0,362;0,053;0,115;-1,379
"*txt_1447";-0,007;-0,769;4,651;-1,033
"*txt_1446";0,362;-1,026;2,658;-1,379
"*txt_1445";-1,662;0,311;4,651;-1,033
"*txt_1444";4,311;-1,283;0,008;-1,724
